

########################################################
1575365258901	Start_of_the_log : 10:27:38
########################################################




########################################################
1575365381828	Start_of_the_log : 10:29:41
########################################################




########################################################
1575365468856	Start_of_the_log : 10:31:08
########################################################


1575365470860	{F, F, F, F}
1575365470982	{F, O, O, F}
1575365471076	{F, O, O, F}
1575365471176	{F, O, O, F}
1575365471276	{F, O, O, F}
1575365471377	{F, O, O, F}
1575365471478	{F, O, O, F}
1575365471578	{F, O, O, F}
1575365471678	{F, O, O, F}
1575365471777	{F, O, O, F}
1575365471878	{F, O, O, F}
1575365471979	{F, O, O, F}
1575365472080	{F, O, O, F}
1575365472181	{F, O, O, F}
1575365472282	{F, O, O, F}
1575365472382	{F, O, O, F}
1575365472481	{F, O, O, F}
1575365472582	{F, O, O, F}
1575365472683	{F, O, O, F}
1575365472784	{F, O, O, F}
1575365472885	{F, O, O, F}
1575365472985	{F, O, O, F}
1575365473084	{F, O, O, F}
1575365473185	{F, O, O, F}
1575365473286	{F, O, O, F}
1575365473387	{F, O, O, F}
1575365473487	{F, O, O, F}
1575365473586	{F, O, O, F}
1575365473687	{F, O, O, F}
1575365473788	{F, O, O, F}
1575365473889	{F, O, O, F}
1575365473990	{F, O, O, F}
1575365474089	{F, O, O, F}
1575365474190	{F, O, O, F}
1575365474291	{F, O, O, F}
1575365474392	{F, O, O, F}
1575365474492	{F, O, O, F}
1575365474591	{F, O, O, F}
1575365474692	{F, O, O, F}
1575365474793	{F, O, O, F}
1575365474894	{F, O, O, F}
1575365474993	{F, O, O, F}
1575365475094	{F, O, O, F}
1575365475195	{F, O, O, F}
1575365475296	{F, O, O, F}
1575365475397	{F, O, O, F}
1575365475498	{F, O, O, F}
1575365475597	{F, O, O, F}
1575365475698	{F, O, O, F}
1575365475799	{F, O, O, F}
1575365475900	{F, O, O, F}
1575365475999	{F, O, O, F}
1575365476100	{F, O, O, F}
1575365476201	{F, O, O, F}
1575365476302	{F, O, O, F}
1575365476403	{F, O, O, F}
1575365476502	{F, O, O, F}
1575365476603	{F, O, O, F}
1575365476704	{F, O, O, F}
1575365476805	{F, O, O, F}
1575365476905	{F, O, O, F}
1575365477004	{F, O, O, F}
1575365477105	{F, O, O, F}
1575365477206	{F, O, O, F}
1575365477307	{F, O, O, F}
1575365477407	{F, O, O, F}
1575365477506	{F, O, O, F}
1575365477607	{F, O, O, F}
1575365477708	{F, O, O, F}
1575365477808	{O, O, O, O}
1575365522177	{F, O, O, O}
1575365524609	{O, F, O, O}
1575365527361	{O, O, F, O}
1575365529816	{O, O, O, O}
1575365610426	{O, O, O, O}


########################################################
1575365616747	Start_of_the_log : 10:33:36
########################################################


1575365623292	{O, O, O, O}


########################################################
1575366076286	Start_of_the_log : 10:41:16
########################################################




########################################################
1575366224236	Start_of_the_log : 10:43:44
########################################################




########################################################
1575366299874	Start_of_the_log : 10:44:59
########################################################




########################################################
1575366379752	Start_of_the_log : 10:46:19
########################################################


1575366616815	{F, F, F, F}
1575366632991	{F, O, O, F}
1575366633095	{F, O, O, F}
1575366633195	{F, O, O, F}
1575366633298	{F, O, O, F}
1575366633400	{F, O, O, F}
1575366633504	{F, O, O, F}
1575366633605	{F, O, O, F}
1575366633707	{F, O, O, F}
1575366633808	{F, O, O, F}
1575366633910	{F, O, O, F}
1575366634011	{F, O, O, F}
1575366634113	{F, O, O, F}
1575366634213	{F, O, O, F}
1575366634315	{F, O, O, F}
1575366634416	{F, O, O, F}
1575366634518	{F, O, O, F}
1575366634618	{F, O, O, F}
1575366634721	{F, O, O, F}
1575366634823	{F, O, O, F}
1575366634924	{F, O, O, F}
1575366635024	{F, O, O, F}
1575366635125	{F, O, O, F}
1575366635226	{F, O, O, F}
1575366635328	{F, O, O, F}
1575366635429	{F, O, O, F}
1575366635530	{F, O, O, F}
1575366635631	{F, O, O, F}
1575366635732	{F, O, O, F}
1575366635833	{F, O, O, F}
1575366635935	{F, O, O, F}
1575366636035	{F, O, O, F}
1575366636135	{F, O, O, F}
1575366636237	{F, O, O, F}
1575366636337	{F, O, O, F}
1575366636438	{F, O, O, F}
1575366636539	{F, O, O, F}
1575366636641	{F, O, O, F}
1575366636741	{F, O, O, F}
1575366636841	{F, O, O, F}
1575366636942	{F, O, O, F}
1575366637042	{F, O, O, F}
1575366637142	{F, O, O, F}
1575366637243	{F, O, O, F}
1575366637344	{F, O, O, F}
1575366637445	{F, O, O, F}
1575366637547	{F, O, O, F}
1575366637647	{F, O, O, F}
1575366637748	{F, O, O, F}
1575366637849	{F, O, O, F}
1575366637950	{F, O, O, F}
1575366638051	{F, O, O, F}
1575366638152	{F, O, O, F}
1575366638253	{F, O, O, F}
1575366638353	{F, O, O, F}
1575366638454	{F, O, O, F}
1575366638556	{F, O, O, F}
1575366638656	{F, O, O, F}
1575366638756	{F, O, O, F}
1575366638857	{F, O, O, F}
1575366638958	{F, O, O, F}
1575366639060	{F, O, O, F}
1575366639161	{F, O, O, F}
1575366639262	{F, O, O, F}
1575366639363	{F, O, O, F}
1575366639464	{F, O, O, F}


########################################################
1575366649739	Start_of_the_log : 10:50:49
########################################################


1575366650823	{O, O, O, O}
