

########################################################
1576668646493	Start_of_the_log : 12:30:46
########################################################


1576668832168	{O, O, O, O}


########################################################
1576668865648	Start_of_the_log : 12:34:25
########################################################


1576668876850	{O, O, O, O}


########################################################
1576668956055	Start_of_the_log : 12:35:56
########################################################


1576668959187	{O, O, O, O}


########################################################
1576668980805	Start_of_the_log : 12:36:20
########################################################


1576668985365	{F, F, F, F}
1576668985477	{F, F, F, F}
1576668985582	{F, F, F, F}
1576668985684	{F, F, F, F}
1576668985788	{F, F, F, F}
1576668985888	{F, F, F, F}
1576668985990	{F, F, F, F}
1576668986091	{F, F, F, F}
1576668986193	{F, F, F, F}
1576668986294	{F, F, F, F}
1576668986397	{F, F, F, F}
1576668986499	{F, F, F, F}
1576668986600	{F, F, F, F}
1576668986703	{F, F, F, F}
1576668986804	{F, F, F, F}
1576668986906	{F, F, F, F}
1576668987009	{F, F, F, F}
1576668987112	{F, F, F, F}
1576668987214	{F, F, F, F}
1576668987316	{F, F, F, F}
1576668987418	{F, F, F, F}
1576668987519	{F, F, F, F}
1576668987620	{F, F, F, F}
1576668987722	{F, F, F, F}
1576668987822	{F, F, F, F}
1576668987925	{F, F, F, F}
1576668988026	{F, F, F, F}
1576668988128	{F, F, F, F}
1576668988229	{F, F, F, F}
1576668988332	{F, F, F, F}
1576668988434	{F, F, F, F}
1576668988535	{F, F, F, F}
1576668988637	{F, F, F, F}
1576668988739	{F, F, F, F}
1576668988840	{F, F, F, F}
1576668988941	{F, F, F, F}
1576668989042	{F, F, F, F}
1576668989144	{F, F, F, F}
1576668989246	{F, F, F, F}
1576668989346	{F, F, F, F}
1576668989447	{F, F, F, F}
1576668989547	{F, F, F, F}
1576668989649	{F, F, F, F}
1576668989751	{F, F, F, F}
1576668989852	{F, F, F, F}
1576668989953	{F, F, F, F}
1576668990055	{F, F, F, F}
1576668990158	{F, F, F, F}
1576668990258	{F, F, F, F}
1576668990361	{F, F, F, F}
1576668990463	{F, F, F, F}
1576668990564	{F, F, F, F}
1576668990667	{F, F, F, F}
1576668990768	{F, F, F, F}
1576668990871	{F, F, F, F}
1576668990972	{F, F, F, F}
1576668991073	{F, F, F, F}
1576668991173	{F, F, F, F}
1576668991276	{F, F, F, F}
1576668991377	{F, F, F, F}
1576668991478	{F, F, F, F}
1576668991579	{F, F, F, F}
1576668991681	{F, F, F, F}
1576668991782	{F, F, F, F}
1576668991885	{F, F, F, F}
1576668991987	{F, F, F, F}
1576668992088	{F, F, F, F}
1576668992190	{F, F, F, F}
1576668992291	{F, F, F, F}
1576668992393	{F, F, F, F}
1576668992495	{F, F, F, F}
1576668992596	{F, F, F, F}
1576668992699	{F, F, F, F}
1576668992800	{F, F, F, F}
1576668992901	{F, F, F, F}
1576668993003	{F, F, F, F}
1576668993104	{F, F, F, F}
1576668993205	{F, F, F, F}
1576668993306	{F, F, F, F}
1576668993407	{F, F, F, F}
1576668993510	{F, F, F, F}
1576668993611	{F, F, F, F}
1576668993711	{F, F, F, F}
1576668993813	{F, F, F, F}
1576668993917	{F, F, F, F}
1576668994016	{F, F, F, F}
1576668994118	{F, F, F, F}
1576668994219	{F, F, F, F}
1576668994321	{F, F, F, F}
1576668994423	{F, F, F, F}
1576668994525	{F, F, F, F}
1576668994627	{F, F, F, F}
1576668994729	{F, F, F, F}
1576668994830	{F, F, F, F}
1576668994932	{F, F, F, F}
1576668995031	{F, F, F, F}
1576668995133	{F, F, F, F}
1576668995235	{F, F, F, F}
1576668995337	{F, F, F, F}
1576668995437	{F, F, F, F}
1576668995539	{F, F, F, F}
1576668995641	{F, F, F, F}
1576668995742	{F, F, F, F}
1576668995844	{F, F, F, F}
1576668995945	{F, F, F, F}
1576668996045	{F, F, F, F}
1576668996146	{O, O, O, O}
1576669025942	{O, O, O, O}
