

########################################################
1576169972171	Start_of_the_log : 17:59:32
########################################################


1576169974332	518.0
1576170052996	518.0
1576170053725	0.0
1576170056926	0.0
1576170064149	0.0
1576170068572	119.0


########################################################
1576170088965	Start_of_the_log : 18:01:28
########################################################


1576170090453	18.0
1576170094112	18.0
1576170101629	18.0
1576170143752	17.0
1576170149245	16.0
1576170149890	16.0


########################################################
1576170763518	Start_of_the_log : 18:12:43
########################################################


1576170765741	16.0


########################################################
1576170833004	Start_of_the_log : 18:13:53
########################################################


1576170844842	15.0
1576170864218	16.0
1576170864938	15.0


########################################################
1576170897540	Start_of_the_log : 18:14:57
########################################################




########################################################
1576170976868	Start_of_the_log : 18:16:16
########################################################


1576170980391	16.0
1576171145767	15.0
1576171154323	16.0
1576171158407	15.0
1576171159696	15.0
1576171161384	15.0
1576171162325	15.0
