

########################################################
1571312444648	Start_of_the_log : 13:40:44
########################################################


1571312446139	19.0


########################################################
1571313990780	Start_of_the_log : 14:06:30
########################################################


1571313992347	17.0


########################################################
1571314470902	Start_of_the_log : 14:14:30
########################################################


1571314472270	17.0


########################################################
1571315003828	Start_of_the_log : 14:23:23
########################################################


1571315005092	16.0
1571315011302	16.0
1571315011554	16.0
1571315011830	15.0
1571315012276	16.0
1571315012530	15.0
1571315012978	16.0
1571315013622	16.0
1571315015641	16.0


########################################################
1571315622030	Start_of_the_log : 14:33:42
########################################################


1571315623605	17.0


########################################################
1571316117226	Start_of_the_log : 14:41:57
########################################################


1571316119942	17.0


########################################################
1571316427617	Start_of_the_log : 14:47:07
########################################################


1571316428751	17.0


########################################################
1571316437893	Start_of_the_log : 14:47:17
########################################################


1571316439107	16.0
1571316445743	16.0
1571316446214	16.0
1571316466869	1.0
1571316467854	1.0
1571316486025	15.0
1571316486519	15.0
1571316499801	16.0
1571316500250	16.0
1571316500649	16.0
1571316505455	16.0
1571316506695	16.0
1571316531903	16.0
1571316532303	16.0
1571316532560	16.0


########################################################
1571316538589	Start_of_the_log : 14:48:58
########################################################


1571316539896	16.0
1571316542083	16.0


########################################################
1571318773067	Start_of_the_log : 15:26:13
########################################################




########################################################
1571320706214	Start_of_the_log : 15:58:26
########################################################


1571320725615	15.0
1571320729478	15.0
1571320729821	15.0
1571320750537	15.0
1571320754133	16.0
1571320764178	14.0
1571320766923	14.0
