

########################################################
1575558919930	Start_of_the_log : 16:15:19
########################################################


1575558925422	{F, O, O, O}
1575558932731	{O, F, O, O}
1575558943379	{O, O, F, O}
1575558957806	{O, O, O, F}
1575558976291	{F, O, O, O}
1575558981004	{O, F, O, O}
1575558994764	{O, O, O, F}
1575559013028	{F, O, O, O}
1575559025421	{O, O, O, O}
1575559044211	{F, O, O, O}
1575559047516	{O, F, O, O}
1575559068220	{O, O, O, O}
1575559069371	{O, O, F, O}
1575559075694	{O, O, O, F}
1575559079331	{O, O, O, O}
1575559134691	{O, O, O, F}
1575559143354	{O, O, O, O}
1575559206932	{O, O, O, F}
1575559215876	{O, F, O, O}
1575559226101	{O, O, F, O}
1575559235932	{O, O, O, O}
1575559256524	{O, O, F, O}
1575559298218	{O, O, O, O}
1575559357197	{O, F, O, O}
1575559362155	{O, O, O, O}
1575559423971	{O, F, O, O}
1575559434637	{O, O, O, F}
1575559440667	{O, O, O, O}
1575559452230	{O, O, O, F}
1575559476651	{O, F, O, O}
1575559483389	{O, O, O, O}
1575559501412	{O, O, O, F}
1575559514031	{O, F, O, O}
1575559521068	{O, O, F, O}
1575559529653	{O, O, O, F}
1575559536628	{O, O, O, O}
1575559573559	{O, O, O, O}


########################################################
1575563941550	Start_of_the_log : 17:39:01
########################################################


1575563943511	{O, O, O, F}
1575563954678	{O, F, O, O}
1575564000098	{O, O, O, O}
1575564019247	{O, O, O, F}
1575564026829	{O, O, O, O}
1575564163364	{O, O, O, F}
1575564170355	{O, O, O, O}
1575564623774	{O, O, O, F}
1575564628531	{O, O, F, O}
1575564633476	{F, O, O, O}
1575564651924	{O, F, O, O}
1575564656422	{O, O, O, F}
1575564669069	{O, O, F, O}
1575564680026	{O, O, O, F}
1575564692669	{O, O, F, O}
1575564701397	{O, O, O, O}
1575564798771	{O, O, O, O}
