

########################################################
1571230325543	Start_of_the_log : 14:52:05
########################################################


1571230327115	19.0


########################################################
1571230491201	Start_of_the_log : 14:54:51
########################################################


1571230493031	19.0


########################################################
1571230656432	Start_of_the_log : 14:57:36
########################################################


1571230657965	17.0
1571230698095	21.0


########################################################
1571230745785	Start_of_the_log : 14:59:05
########################################################


1571230747215	17.0


########################################################
1571231107594	Start_of_the_log : 15:05:07
########################################################


1571231108711	18.0
