

########################################################
1571230325478	Start_of_the_log : 14:52:05
########################################################


1571230327110	18.0


########################################################
1571230491133	Start_of_the_log : 14:54:51
########################################################


1571230493040	18.0


########################################################
1571230656414	Start_of_the_log : 14:57:36
########################################################


1571230657965	19.0
1571230699098	16.0
1571230699655	16.0


########################################################
1571230745766	Start_of_the_log : 14:59:05
########################################################


1571230747215	17.0


########################################################
1571231107578	Start_of_the_log : 15:05:07
########################################################


1571231108711	17.0
