

########################################################
1569934310723	Start_of_the_log : 14:51:50
########################################################


1569934545357	18.0


########################################################
1569935358156	Start_of_the_log : 15:09:18
########################################################


1569935364505	18.0
1569935377908	16.0


########################################################
1569935410127	Start_of_the_log : 15:10:10
########################################################


1569935417967	7.0


########################################################
1569936551271	Start_of_the_log : 15:29:11
########################################################


1569936553431	18.0
1569936574558	5.0
1569936577984	6.0
1569936578480	6.0
1569936578936	5.0
1569936590170	6.0
1569936628584	6.0
1569936631401	17.0
1569936632961	6.0


########################################################
1569939342202	Start_of_the_log : 16:15:42
########################################################


1569939344275	19.0
1569939350024	19.0
1569939363712	19.0
1569939386361	19.0
1569939411439	16.0
1569939414278	16.0
1569939416696	16.0
1569939418424	17.0
1569939419694	17.0
1569939422806	17.0
1569939448714	17.0
1569939460000	18.0
1569939461144	17.0
1569939470142	1.0
1569939471358	1.0
1569939505089	17.0


########################################################
1569939518805	Start_of_the_log : 16:18:38
########################################################


1569939519865	17.0
1569939523671	17.0
1569940370249	17.0
1569940370535	17.0
1569940370747	17.0
1569940376519	17.0
1569940384943	17.0
1569940394247	14.0
1569940400535	13.0
1569940402624	13.0
1569940405136	12.0
1569940407417	11.0
1569940458729	13.0
1569940470282	13.0
1569940474095	13.0
1569940498958	14.0
1569940542164	16.0
1569940544435	16.0
1569940545054	16.0
1569940584897	17.0
1569940602353	17.0
1569940603195	17.0
1569940603501	17.0
1569940621316	18.0
1569940621819	18.0
1569940622287	9.0
1569940622546	18.0
1569940623122	18.0
1569940623876	18.0
1569940624091	18.0
1569940624306	18.0
1569940626512	18.0
1569940628530	18.0
1569940642527	18.0
1569940643251	18.0
1569940708320	18.0
1569940708927	18.0
1569940711367	18.0
1569940711738	18.0
1569940743209	18.0
1569940765802	18.0


########################################################
1569940788519	Start_of_the_log : 16:39:48
########################################################


1569940789666	18.0
1569940792736	18.0
1569940812845	18.0
1569940813934	18.0
1569940849316	18.0
1569940872178	18.0
1569940878905	17.0
1569940880714	8.0
1569940882803	16.0
1569940885602	15.0
1569940887327	16.0
1569940888707	15.0
